
Search terms report,,,,,,,,,,,
All time,,,,,,,,,,,
Search term,Match type,Added/Excluded,Campaign,Ad group,Clicks,Conversions,Currency code,Avg. CPC,Cost,Impr. (Abs. Top) %,Impr. (Top) %
el camino urgent care mountain view,Broad match,None,Non-Brand - Urgent Care - MV - Phrase - Computers,Urgent Care,1,0,USD,17.4,17.4,100.00%,100.00%
el camino urgent care mountain view,Phrase match (close variant),None,Non-Brand - Urgent Care - MV - Phrase - Computers,Urgent Care,2,1,USD,18.02,36.04,100.00%,100.00%
palo alto clinic mountain view urgent care,Broad match,None,Non-Brand - Urgent Care - MV - Phrase - Computers,Urgent Care,1,0,USD,21.82,21.82,100.00%,100.00%
usc sf emergency room,Broad match,None,Non-Brand - Urgent Care - SF - PMM,Care Center,1,0,USD,17.68,17.68,100.00%,100.00%
embarcadero urgent care sf,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Computers,Urgent Care,1,0,USD,21.69,21.69,100.00%,100.00%
urgeent care,Exact match (close variant),None,Non-Brand - Urgent Care - MV - Phrase - Computers,Urgent Care,2,0,USD,17.53,35.06,100.00%,100.00%
urgent care united health,Phrase match,None,Non-Brand - Urgent Care - MV - Phrase - Computers,Urgent Care,1,0.33,USD,27.78,27.78,100.00%,100.00%
noe valley urgent care,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Computers,Urgent Care,1,0,USD,11.82,11.82,100.00%,100.00%
urgent care center 94040,Phrase match,None,Non-Brand - Urgent Care - MV - Phrase - Computers,Urgent Care,1,0,USD,20.26,20.26,100.00%,100.00%
top respiratory doctors near me,Phrase match (close variant),None,Non-Brand - Doctors - SF - Mobile,Doctors,1,0,USD,4.05,4.05,100.00%,100.00%
doctor clinic near me,Broad match,None,Non-Brand - Doctors - SF - Mobile,Doctors,1,0,USD,7.78,7.78,100.00%,100.00%
oropharyngeal cancer doctors near me,Phrase match (close variant),None,Non-Brand - Doctors - SF - Mobile,Doctors,1,0,USD,12.22,12.22,100.00%,100.00%
urgent care gynecological inflammation,Phrase match,None,Non-Brand - Urgent Care - MV - Phrase - Computers,Urgent Care,1,0.34,USD,26.59,26.59,100.00%,100.00%
tom wadell clinic sf,Broad match,None,Non-Brand - Urgent Care - SF - PMM,Care Center,1,0,USD,19.65,19.65,100.00%,100.00%
christina pac urgent care sunnyvale,Phrase match,None,Non-Brand - Urgent Care - MV - Phrase - Computers,Urgent Care,1,0,USD,6.89,6.89, --, --
urgent care without insurance,Phrase match,None,Non-Brand - Urgent Care - MV - Phrase - Computers,Urgent Care,2,0,USD,15.22,30.43,100.00%,100.00%
direct urgent care market st sf,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Computers,Urgent Care,1,0,USD,3.43,3.43,100.00%,100.00%
urgent care sfo,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Computers,Urgent Care,1,0,USD,16.52,16.52,100.00%,100.00%
urgent care castro sf,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Computers,Urgent Care,1,0,USD,0.5,0.5, --, --
urgent care millbrae,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Computers,Urgent Care,1,0,USD,33.6,33.6,100.00%,100.00%
doctor particular near me,Broad match,None,Non-Brand - Doctors - SF - Mobile,Doctors,1,0,USD,24.52,24.52,100.00%,100.00%
urgent care that's open right now,Phrase match,None,Non-Brand - Urgent Care - MV - Phrase - Computers,Urgent Care,1,1,USD,27.58,27.58,100.00%,100.00%
urgent care fort mason,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Computers,Urgent Care,1,0,USD,32.55,32.55,100.00%,100.00%
urgent care with x rayes san francisco,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Computers,Urgent Care,1,0,USD,13.64,13.64,100.00%,100.00%
was there an fbi raid at dr hj watson's doctor's office in oakland california,Broad match,None,Non-Brand - Doctors - SF - Mobile,Doctors,1,0,USD,12.23,12.23,100.00%,100.00%
urgent care ivy st sf,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Computers,Urgent Care,1,0,USD,20.6,20.6,100.00%,100.00%
urgent care near himalayan kitchn palo alto,Phrase match,None,Non-Brand - Urgent Care - MV - Phrase - Computers,Urgent Care,1,0,USD,27.97,27.97,100.00%,100.00%
direct urgent care inc in berkely,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Computers,Urgent Care,1,0,USD,15.93,15.93,100.00%,100.00%
urgent care anthem blue cross,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Computers,Urgent Care,1,0,USD,20.01,20.01,100.00%,100.00%
dermatology urgent care,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Computers,Urgent Care,1,0,USD,9.57,9.57,100.00%,100.00%
urgent care anthem blue cross near me,Phrase match,None,Non-Brand - Urgent Care - MV - Phrase - Computers,Urgent Care,1,0,USD,27.98,27.98,100.00%,100.00%
direct urgent care inc services,Phrase match,None,Non-Brand - Urgent Care - MV - Phrase - Computers,Urgent Care,2,0,USD,1.29,2.58,100.00%,100.00%
lifelong immediate care,Phrase match (close variant),None,Non-Brand - Urgent Care - SF - Phrase - Computers,Urgent Care,2,0,USD,16.42,32.84,100.00%,100.00%
oaklan d urgent care,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Computers,Urgent Care,1,0,USD,17.58,17.58,100.00%,100.00%
direct urgent care ashley foster,Phrase match,None,Non-Brand - Urgent Care - MV - Phrase - Computers,Urgent Care,1,0,USD,15.87,15.87,100.00%,100.00%
knee doctor near me,Phrase match,None,Non-Brand - Doctors - SF - Mobile,Doctors,1,0,USD,19.5,19.5,100.00%,100.00%
local doctor near me,Phrase match,Added,Non-Brand - Doctors - SF - Mobile,Doctors,2,1,USD,8.78,17.56,100.00%,100.00%
east bay urgent care,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Computers,Urgent Care,1,0,USD,9.91,9.91,0.00%,100.00%
urgent care hemorrhoid treatment,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Computers,Urgent Care,1,0,USD,23.36,23.36,100.00%,100.00%
urgent care telegraph berkeley ca,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Computers,Urgent Care,1,0,USD,13.28,13.28,0.00%,100.00%
doctor near me for throat infection,Phrase match,None,Non-Brand - Doctors - SF - Mobile,Doctors,1,0,USD,9.11,9.11,100.00%,100.00%
urgenct care blue cross,Phrase match (close variant),None,Non-Brand - Urgent Care - SF - Phrase - Computers,Urgent Care,1,0.5,USD,32.41,32.41,100.00%,100.00%
cigna urgent care price,Phrase match,None,Non-Brand - Urgent Care - MV - Phrase - Computers,Urgent Care,1,0,USD,27.73,27.73,100.00%,100.00%
direct urgent care inc,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Computers,Urgent Care,14,3.33,USD,4.73,66.24,100.00%,100.00%
closest urgent care near me,Phrase match,None,Non-Brand - Urgent Care - MV - Phrase - Computers,Urgent Care,2,0,USD,6.9,13.8,100.00%,100.00%
ucsf urgent care,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Computers,Urgent Care,1,0,USD,10.29,10.29,0.00%,92.86%
urgent care sf open now,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Computers,Urgent Care,1,0,USD,17.96,17.96,100.00%,100.00%
urgent doctors near me,Phrase match,None,Non-Brand - Doctors - SF - Mobile,Doctors,1,0,USD,3.37,3.37,0.00%,100.00%
medicare urgent care locations colma ca,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Computers,Urgent Care,1,0,USD,20.64,20.64,100.00%,100.00%
urgent care 1243 19th ave san francisco,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Computers,Urgent Care,1,0,USD,8.92,8.92, --, --
eye doctor near me,Phrase match (close variant),None,Non-Brand - Doctors - SF - Mobile,Doctors,1,0,USD,2.11,2.11,13.33%,80.00%
urgent care that accepts valley health,Phrase match,None,Non-Brand - Urgent Care - MV - Phrase - Computers,Urgent Care,1,0,USD,6.74,6.74, --, --
urent care near 94105,Phrase match (close variant),None,Non-Brand - Urgent Care - SF - Phrase - Computers,Urgent Care,1,0,USD,20.6,20.6,100.00%,100.00%
saint maries urgent care medical,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Computers,Urgent Care,1,0,USD,23.48,23.48,100.00%,100.00%
san francisco nob hill female doctors near me,Phrase match (close variant),None,Non-Brand - Doctors - SF - Mobile,Doctors,3,0,USD,17,51.01,100.00%,100.00%
functional medicine doctor near me,Phrase match (close variant),None,Non-Brand - Doctors - SF - Mobile,Doctors,1,0,USD,11.65,11.65,100.00%,100.00%
doctors open on saturday near me,Broad match,None,Non-Brand - Doctors - SF - Mobile,Doctors,1,0,USD,12.61,12.61,100.00%,100.00%
urgent care san francisco financial district,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Computers,Urgent Care,1,0,USD,9.65,9.65,100.00%,100.00%
urgent care for infants,Phrase match,None,Non-Brand - Urgent Care - MV - Phrase - Computers,Urgent Care,2,0,USD,27.1,54.2,100.00%,100.00%
doctor office off of oakland and a1a,Phrase match,None,Non-Brand - Doctors - SF - Mobile,Doctors,1,0,USD,3.84,3.84,100.00%,100.00%
childrens doctor near me,Phrase match,None,Non-Brand - Doctors - SF - Mobile,Doctors,1,0,USD,20.45,20.45,0.00%,100.00%
united care urgent care palo alto,Phrase match,None,Non-Brand - Urgent Care - MV - Phrase - Computers,Urgent Care,1,0,USD,27.92,27.92,100.00%,100.00%
med cal urgent care,Phrase match,None,Non-Brand - Urgent Care - MV - Phrase - Computers,Urgent Care,1,0,USD,27.9,27.9,100.00%,100.00%
vet urgent care,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Computers,Urgent Care,1,0,USD,11,11,100.00%,100.00%
san francisco urgent care,Exact match (close variant),Excluded,Non-Brand - Urgent Care - SF - Exact - Computers,Urgent Care,1,0,USD,11.96,11.96,100.00%,100.00%
urgent care ob gyn,Phrase match,None,Non-Brand - Urgent Care - MV - Phrase - Computers,Urgent Care,2,0,USD,5.37,10.74, --, --
urgent care appointment near me,Phrase match,None,Non-Brand - Urgent Care - MV - Phrase - Computers,Urgent Care,1,0,USD,27.94,27.94,100.00%,100.00%
rancho cordova medical clinic and urgent care,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Computers,Urgent Care,1,0,USD,9.92,9.92,100.00%,100.00%
bluecross blueshield urgent care,Phrase match,None,Non-Brand - Urgent Care - MV - Phrase - Computers,Urgent Care,1,0,USD,28,28,100.00%,100.00%
urgent care moiuntain view,Phrase match,None,Non-Brand - Urgent Care - MV - Phrase - Computers,Urgent Care,1,0,USD,22.85,22.85,100.00%,100.00%
direct urgent care brian hamway,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Computers,Urgent Care,1,0,USD,10.66,10.66,100.00%,100.00%
urgent care for kids in sunnuvale,Phrase match,None,Non-Brand - Urgent Care - MV - Phrase - Computers,Urgent Care,2,0,USD,16.2,32.4,0.00%,100.00%
where can i go for urgent care mrsa on saturday san francisco health plan medi xal patients,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Computers,Urgent Care,1,0,USD,26.24,26.24,100.00%,100.00%
mountain view pal alto urgent care,Broad match,None,Non-Brand - Urgent Care - MV - Phrase - Computers,Urgent Care,1,0,USD,25.11,25.11,100.00%,100.00%
irving urgent care,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Computers,Urgent Care,1,0,USD,0.85,0.85, --, --
urgent care san francisco cost,Phrase match (close variant),None,Non-Brand - Urgent Care - SF - Phrase - Computers,Urgent Care,1,0,USD,20.77,20.77,100.00%,100.00%
urgent care clinics open sunday near 94709,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Computers,Urgent Care,1,0,USD,5.3,5.3,100.00%,100.00%
point lobos urgent care,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Computers,Urgent Care,1,0,USD,22.29,22.29,100.00%,100.00%
primary doctor near me,Phrase match (close variant),None,Non-Brand - Doctors - SF - Mobile,Doctors,1,0,USD,12.56,12.56,100.00%,100.00%
direct urgent care inc 1998,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Computers,Urgent Care,1,1,USD,8.89,8.89,100.00%,100.00%
holistic medicine doctor near me,Phrase match (close variant),None,Non-Brand - Doctors - SF - Mobile,Doctors,1,0,USD,12.92,12.92, --, --
brentview medical urgent care,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Computers,Urgent Care,1,0,USD,35.48,35.48,100.00%,100.00%
find the nearest urgent care,Phrase match,None,Non-Brand - Urgent Care - MV - Phrase - Computers,Urgent Care,1,0,USD,1.89,1.89,100.00%,100.00%
gohealth urgent care,Phrase match,None,Non-Brand - Urgent Care - MV - Phrase - Computers,Urgent Care,3,0,USD,26.03,78.08,100.00%,100.00%
john muir urgent care,Phrase match,None,Non-Brand - Urgent Care - MV - Phrase - Computers,Urgent Care,2,0,USD,19.3,38.59,88.24%,100.00%
inova urgent care,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Computers,Urgent Care,1,0,USD,18.17,18.17,100.00%,100.00%
wound doctor near me,Phrase match,None,Non-Brand - Doctors - SF - Mobile,Doctors,1,0,USD,1.11,1.11,100.00%,100.00%
urgent care daly city,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Computers,Urgent Care,1,0,USD,9.87,9.87,17.39%,82.61%
san francisco general urgent care,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Computers,Urgent Care,1,0,USD,14.17,14.17,66.67%,100.00%
urgent care in sunnyvale near aster ave,Phrase match,None,Non-Brand - Urgent Care - MV - Phrase - Computers,Urgent Care,1,0,USD,12.45,12.45,100.00%,100.00%
urgent care open tonight,Phrase match,None,Non-Brand - Urgent Care - MV - Phrase - Computers,Urgent Care,2,0,USD,23.23,46.46,100.00%,100.00%
direct urgent care inc 1150 w el camino real mountain view ca 94040,Broad match,None,Non-Brand - Urgent Care - MV - Phrase - Computers,Urgent Care,1,1,USD,19.81,19.81,100.00%,100.00%
cough urgent care,Phrase match,None,Non-Brand - Urgent Care - MV - Phrase - Computers,Urgent Care,1,0,USD,15,15,100.00%,100.00%
urgent care 240 o farrell st,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Computers,Urgent Care,1,0,USD,4.9,4.9,50.00%,100.00%
urgent care north center,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Computers,Urgent Care,1,0,USD,12.64,12.64,100.00%,100.00%
solv urgent care,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Computers,Urgent Care,1,0,USD,21.94,21.94,100.00%,100.00%
pul lo alto urgent care sanjose,Phrase match,None,Non-Brand - Urgent Care - MV - Phrase - Computers,Urgent Care,1,0,USD,26.97,26.97,100.00%,100.00%
dr treanor office club deluxe,Broad match,None,Non-Brand - Doctors - SF - Mobile,Doctors,1,0,USD,7.23,7.23,100.00%,100.00%
what time does urgent care open in mtn view sunday morning,Phrase match,None,Non-Brand - Urgent Care - MV - Phrase - Computers,Urgent Care,1,0,USD,15.18,15.18,100.00%,100.00%
urgent care clinics in sunnyvale,Phrase match,None,Non-Brand - Urgent Care - MV - Phrase - Computers,Urgent Care,1,0,USD,9,9,100.00%,100.00%
el camino urgent care,Phrase match,None,Non-Brand - Urgent Care - MV - Phrase - Computers,Urgent Care,1,1,USD,27.13,27.13,100.00%,100.00%
direct ugrent care san francisco,Phrase match (close variant),None,Non-Brand - Urgent Care - SF - Phrase - Computers,Urgent Care,1,0,USD,1.83,1.83,100.00%,100.00%
urgent cares in tunisia,Phrase match (close variant),None,Non-Brand - Urgent Care - SF - Phrase - Computers,Urgent Care,1,0,USD,4.6,4.6,100.00%,100.00%
direct urgent care in castro,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Computers,Urgent Care,1,1,USD,3.06,3.06,100.00%,100.00%
market street urgent care,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Computers,Urgent Care,1,0,USD,33.71,33.71,100.00%,100.00%
urgent care san francisco market street,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Computers,Urgent Care,1,0,USD,4.08,4.08,100.00%,100.00%
urgent care for cold cough,Phrase match,None,Non-Brand - Urgent Care - MV - Phrase - Computers,Urgent Care,1,1,USD,27.86,27.86,100.00%,100.00%
urgent care clinic near me,Exact match (close variant),None,Non-Brand - Urgent Care - MV - Phrase - Computers,Urgent Care,3,0,USD,13.07,39.2,54.55%,63.64%
urgent care nearr me,Exact match (close variant),None,Non-Brand - Urgent Care - MV - Phrase - Computers,Urgent Care,1,0,USD,29.29,29.29,100.00%,100.00%
urgent care menocino,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Computers,Urgent Care,1,0,USD,15.13,15.13,100.00%,100.00%
fixed price urgent care centre near me,Broad match,None,Non-Brand - Urgent Care - MV - Phrase - Computers,Urgent Care,1,0,USD,27.45,27.45,100.00%,100.00%
do urgent cares do drug testing and ppd,Phrase match (close variant),None,Non-Brand - Urgent Care - SF - Phrase - Computers,Urgent Care,1,0,USD,15.04,15.04,100.00%,100.00%
infant urgent care san francisco,Phrase match (close variant),None,Non-Brand - Urgent Care - SF - Phrase - Computers,Urgent Care,1,0,USD,16.01,16.01, --, --
jose andres sandoal urgent care,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Computers,Urgent Care,1,0,USD,12.67,12.67,100.00%,100.00%
urgent care stone mountain ga,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Computers,Urgent Care,1,0,USD,19.94,19.94,100.00%,100.00%
urgent care san francisco cost to drain abscess,Phrase match (close variant),None,Non-Brand - Urgent Care - SF - Phrase - Computers,Urgent Care,1,0,USD,21.25,21.25,100.00%,100.00%
urgent care san francisco ca,Exact match (close variant),None,Non-Brand - Urgent Care - SF - Exact - Computers,Urgent Care,2,0,USD,6.5,13,1.37%,1.37%
doctor near me with aetna,Phrase match,None,Non-Brand - Doctors - SF - Mobile,Doctors,1,0,USD,3.37,3.37,100.00%,100.00%
golden gate urgent care san francisco tb test,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Computers,Urgent Care,1,0,USD,10.93,10.93,0.00%,100.00%
why urgen care are slow,Phrase match (close variant),None,Non-Brand - Urgent Care - SF - Phrase - Computers,Urgent Care,1,0,USD,9.24,9.24,0.00%,0.00%
closest urgent care to 755 north mathilda avenue sunnyvale,Phrase match,None,Non-Brand - Urgent Care - MV - Phrase - Computers,Urgent Care,1,0,USD,9.71,9.71,100.00%,100.00%
urgent care appointment,Phrase match,Added,Non-Brand - Urgent Care - SF - Phrase - Computers,Urgent Care,2,1,USD,17.38,34.75,77.78%,100.00%
urgent care market st,Phrase match,None,Non-Brand - Urgent Care - MV - Phrase - Computers,Urgent Care,1,0,USD,6.65,6.65,100.00%,100.00%
palo alto urgent care price,Phrase match,None,Non-Brand - Urgent Care - MV - Phrase - Computers,Urgent Care,1,0,USD,21.84,21.84,100.00%,100.00%
el camino urgent care,Exact match (close variant),None,Non-Brand - Urgent Care - MV - Phrase - Computers,Urgent Care,6,0,USD,6.19,37.14,100.00%,100.00%
how do you find the closest urgent care to me,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Computers,Urgent Care,1,0,USD,16.06,16.06,100.00%,100.00%
adult urgent care,Phrase match,None,Non-Brand - Urgent Care - MV - Phrase - Computers,Urgent Care,1,0,USD,10.84,10.84,100.00%,100.00%
urgent care fisherman's wharf,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Computers,Urgent Care,1,0,USD,30.87,30.87,100.00%,100.00%
online urgent care,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Computers,Urgent Care,1,0,USD,23.91,23.91,100.00%,100.00%
hyperhidrosis doctors near me,Phrase match,None,Non-Brand - Doctors - SF - Mobile,Doctors,1,0,USD,17.77,17.77,100.00%,100.00%
direct urgent care 3095 telegraph ave berkeley ca 94705,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Computers,Urgent Care,2,0,USD,12.89,25.78,66.67%,100.00%
blue shield urgent care san francisco,Broad match,None,Non-Brand - Urgent Care - SF - PMM,Blue Shield of California,1,0,USD,6.06,6.06,100.00%,100.00%
pul alto urgent care downrown,Phrase match,None,Non-Brand - Urgent Care - MV - Phrase - Computers,Urgent Care,1,0,USD,27.73,27.73,100.00%,100.00%
at home urgent care,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Computers,Urgent Care,1,0,USD,27.51,27.51,100.00%,100.00%
